"# Cumulative PET Volume Histogram (PVH) - PET in Bq/mL, Relative Cumulative Volume (fraction 0-1)"
# Values represent fraction of structure volume with >= PET activity
# Generated from PET and RT Structure data

PET_Bq_per_mL,BODY_1_RelativeCumVolume,CouchSurface_11_RelativeCumVolume,override_1_RelativeCumVolume,PTV_5mm_4cm_sphere_RelativeCumVolume,.GTV_point_source_RelativeCumVolume,OAR_2_1_RelativeCumVolume
252069.683075,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252111.005974,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252152.328873,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252193.651772,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252234.974670,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252276.297569,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252317.620468,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252358.943367,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252400.266266,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252441.589165,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252482.912064,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252524.234962,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252565.557861,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252606.880760,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252648.203659,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252689.526558,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252730.849457,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252772.172356,0.000029,0.000000,0.000057,0.021066,0.178984,0.000000
252813.495255,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
252854.818153,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
252896.141052,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
252937.463951,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
252978.786850,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253020.109749,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253061.432648,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253102.755547,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253144.078445,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253185.401344,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253226.724243,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253268.047142,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253309.370041,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253350.692940,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253392.015839,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253433.338737,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253474.661636,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253515.984535,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253557.307434,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253598.630333,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253639.953232,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253681.276131,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253722.599030,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253763.921928,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253805.244827,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253846.567726,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253887.890625,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253929.213524,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
253970.536423,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254011.859322,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254053.182220,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254094.505119,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254135.828018,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254177.150917,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254218.473816,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254259.796715,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254301.119614,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254342.442513,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254383.765411,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254425.088310,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254466.411209,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254507.734108,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254549.057007,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254590.379906,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254631.702805,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254673.025703,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254714.348602,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254755.671501,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254796.994400,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254838.317299,0.000028,0.000000,0.000057,0.020930,0.177829,0.000000
254879.640198,0.000028,0.000000,0.000056,0.020794,0.176674,0.000000
254920.963097,0.000028,0.000000,0.000056,0.020794,0.176674,0.000000
254962.285995,0.000028,0.000000,0.000056,0.020658,0.175520,0.000000
255003.608894,0.000028,0.000000,0.000056,0.020658,0.175520,0.000000
255044.931793,0.000028,0.000000,0.000056,0.020658,0.175520,0.000000
255086.254692,0.000028,0.000000,0.000056,0.020658,0.175520,0.000000
255127.577591,0.000028,0.000000,0.000056,0.020658,0.175520,0.000000
255168.900490,0.000028,0.000000,0.000056,0.020658,0.175520,0.000000
255210.223389,0.000028,0.000000,0.000056,0.020658,0.175520,0.000000
255251.546288,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255292.869186,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255334.192085,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255375.514984,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255416.837883,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255458.160782,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255499.483681,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255540.806580,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255582.129478,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255623.452377,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255664.775276,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255706.098175,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255747.421074,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255788.743973,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255830.066872,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255871.389771,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255912.712669,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255954.035568,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
255995.358467,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256036.681366,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256078.004265,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256119.327164,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256160.650063,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256201.972961,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256243.295860,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256284.618759,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256325.941658,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256367.264557,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256408.587456,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256449.910355,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256491.233253,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256532.556152,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256573.879051,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256615.201950,0.000028,0.000000,0.000055,0.020522,0.174365,0.000000
256656.524849,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256697.847748,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256739.170647,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256780.493546,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256821.816444,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256863.139343,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256904.462242,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256945.785141,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
256987.108040,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257028.430939,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257069.753838,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257111.076736,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257152.399635,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257193.722534,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257235.045433,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257276.368332,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257317.691231,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257359.014130,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257400.337029,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257441.659927,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257482.982826,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257524.305725,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257565.628624,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257606.951523,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257648.274422,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257689.597321,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257730.920219,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257772.243118,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257813.566017,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257854.888916,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257896.211815,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257937.534714,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
257978.857613,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258020.180511,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258061.503410,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258102.826309,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258144.149208,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258185.472107,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258226.795006,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258268.117905,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258309.440804,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258350.763702,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258392.086601,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258433.409500,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258474.732399,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258516.055298,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258557.378197,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258598.701096,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258640.023994,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258681.346893,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258722.669792,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258763.992691,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258805.315590,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258846.638489,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258887.961388,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258929.284286,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
258970.607185,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259011.930084,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259053.252983,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259094.575882,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259135.898781,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259177.221680,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259218.544579,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259259.867477,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259301.190376,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259342.513275,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259383.836174,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259425.159073,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259466.481972,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259507.804871,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259549.127769,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259590.450668,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259631.773567,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259673.096466,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259714.419365,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259755.742264,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259797.065163,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259838.388062,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259879.710960,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259921.033859,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
259962.356758,0.000028,0.000000,0.000055,0.020386,0.173210,0.000000
260003.679657,0.000027,0.000000,0.000055,0.020250,0.172055,0.000000
260045.002556,0.000027,0.000000,0.000055,0.020250,0.172055,0.000000
260086.325455,0.000027,0.000000,0.000055,0.020250,0.172055,0.000000
260127.648354,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260168.971252,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260210.294151,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260251.617050,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260292.939949,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260334.262848,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260375.585747,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260416.908646,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260458.231544,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260499.554443,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260540.877342,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260582.200241,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260623.523140,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260664.846039,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260706.168938,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260747.491837,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260788.814735,0.000027,0.000000,0.000054,0.020114,0.170901,0.000000
260830.137634,0.000027,0.000000,0.000054,0.019978,0.169746,0.000000
260871.460533,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
260912.783432,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
260954.106331,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
260995.429230,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261036.752129,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261078.075027,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261119.397926,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261160.720825,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261202.043724,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261243.366623,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261284.689522,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261326.012421,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261367.335320,0.000027,0.000000,0.000054,0.019842,0.168591,0.000000
261408.658218,0.000027,0.000000,0.000053,0.019706,0.167436,0.000000
261449.981117,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261491.304016,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261532.626915,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261573.949814,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261615.272713,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261656.595612,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261697.918510,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261739.241409,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261780.564308,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261821.887207,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261863.210106,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261904.533005,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261945.855904,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
261987.178802,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
262028.501701,0.000027,0.000000,0.000053,0.019571,0.166282,0.000000
262069.824600,0.000026,0.000000,0.000052,0.019435,0.165127,0.000000
262111.147499,0.000026,0.000000,0.000052,0.019435,0.165127,0.000000
262152.470398,0.000026,0.000000,0.000052,0.019435,0.165127,0.000000
262193.793297,0.000026,0.000000,0.000052,0.019299,0.163972,0.000000
262235.116196,0.000026,0.000000,0.000052,0.019299,0.163972,0.000000
262276.439095,0.000026,0.000000,0.000052,0.019299,0.163972,0.000000
262317.761993,0.000026,0.000000,0.000052,0.019299,0.163972,0.000000
262359.084892,0.000026,0.000000,0.000052,0.019299,0.163972,0.000000
262400.407791,0.000026,0.000000,0.000052,0.019299,0.163972,0.000000
262441.730690,0.000026,0.000000,0.000052,0.019163,0.162818,0.000000
262483.053589,0.000026,0.000000,0.000052,0.019163,0.162818,0.000000
262524.376488,0.000026,0.000000,0.000052,0.019163,0.162818,0.000000
262565.699387,0.000026,0.000000,0.000052,0.019163,0.162818,0.000000
262607.022285,0.000026,0.000000,0.000052,0.019163,0.162818,0.000000
262648.345184,0.000026,0.000000,0.000051,0.019027,0.161663,0.000000
262689.668083,0.000026,0.000000,0.000051,0.019027,0.161663,0.000000
262730.990982,0.000026,0.000000,0.000051,0.019027,0.161663,0.000000
262772.313881,0.000026,0.000000,0.000051,0.019027,0.161663,0.000000
262813.636780,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
262854.959679,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
262896.282578,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
262937.605476,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
262978.928375,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
263020.251274,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
263061.574173,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
263102.897072,0.000026,0.000000,0.000051,0.018891,0.160508,0.000000
263144.219971,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263185.542870,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263226.865768,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263268.188667,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263309.511566,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263350.834465,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263392.157364,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263433.480263,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263474.803162,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263516.126060,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263557.448959,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263598.771858,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263640.094757,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263681.417656,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263722.740555,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263764.063454,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263805.386353,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263846.709251,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263888.032150,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263929.355049,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
263970.677948,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
264012.000847,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
264053.323746,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
264094.646645,0.000025,0.000000,0.000051,0.018755,0.159353,0.000000
264135.969543,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264177.292442,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264218.615341,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264259.938240,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264301.261139,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264342.584038,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264383.906937,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264425.229836,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264466.552734,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264507.875633,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264549.198532,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264590.521431,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264631.844330,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264673.167229,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264714.490128,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264755.813026,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264797.135925,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264838.458824,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264879.781723,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264921.104622,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
264962.427521,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265003.750420,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265045.073318,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265086.396217,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265127.719116,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265169.042015,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265210.364914,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265251.687813,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265293.010712,0.000025,0.000000,0.000050,0.018619,0.158199,0.000000
265334.333611,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265375.656509,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265416.979408,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265458.302307,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265499.625206,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265540.948105,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265582.271004,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265623.593903,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265664.916801,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265706.239700,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265747.562599,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265788.885498,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265830.208397,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265871.531296,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265912.854195,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265954.177094,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
265995.499992,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
266036.822891,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
266078.145790,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
266119.468689,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
266160.791588,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
266202.114487,0.000025,0.000000,0.000050,0.018483,0.157044,0.000000
266243.437386,0.000025,0.000000,0.000049,0.018211,0.154734,0.000000
266284.760284,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266326.083183,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266367.406082,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266408.728981,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266450.051880,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266491.374779,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266532.697678,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266574.020576,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266615.343475,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266656.666374,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266697.989273,0.000025,0.000000,0.000049,0.018076,0.153580,0.000000
266739.312172,0.000024,0.000000,0.000048,0.017940,0.152425,0.000000
266780.635071,0.000024,0.000000,0.000048,0.017940,0.152425,0.000000
266821.957970,0.000024,0.000000,0.000048,0.017804,0.151270,0.000000
266863.280869,0.000024,0.000000,0.000048,0.017804,0.151270,0.000000
266904.603767,0.000024,0.000000,0.000048,0.017804,0.151270,0.000000
266945.926666,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
266987.249565,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267028.572464,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267069.895363,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267111.218262,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267152.541161,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267193.864059,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267235.186958,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267276.509857,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267317.832756,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267359.155655,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267400.478554,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267441.801453,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267483.124352,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267524.447250,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267565.770149,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267607.093048,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267648.415947,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267689.738846,0.000024,0.000000,0.000048,0.017668,0.150115,0.000000
267731.061745,0.000024,0.000000,0.000047,0.017532,0.148961,0.000000
267772.384644,0.000024,0.000000,0.000047,0.017532,0.148961,0.000000
267813.707542,0.000024,0.000000,0.000047,0.017532,0.148961,0.000000
